id,user_agent,times_seen,simple_software_string,simple_sub_description_string,simple_operating_platform_string,software,software_name,software_name_code,software_version,software_version_full,operating_system,operating_system_name,operating_system_name_code,operating_system_version,operating_system_version_full,operating_system_flavour,operating_system_flavour_code,operating_system_frameworks,operating_platform,operating_platform_code,operating_platform_vendor_name,software_type,software_sub_type,software_type_specific,hardware_type,hardware_sub_type,hardware_sub_sub_type,hardware_type_specific,layout_engine_name,layout_engine_version,extra_info,extra_info_dict,capabilities,detected_addons,first_seen_at,last_seen_at,updated_at
1588,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; EIE10;ENGBWOL; rv:11.0) like Gecko,497,Internet Explorer 11 on Windows 7,,,Internet Explorer 11,Internet Explorer,internet-explorer,11,11,Windows 7,Windows,windows,7,NT 6.1,,,[],,,,browser,web-browser,,computer,,,,Trident,"[""7"", ""0""]","{""20"": [""Possibly running on Windows Server 2008 R2"", ""32 bit compatibility layer""]}",{},[],[],2014-10-14 08:49:36.000000,2019-09-18 00:00:00.000000,NULL
1592,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MAPBJS; rv:11.0) like Gecko,799,Internet Explorer 11 on Windows 8.1,,,Internet Explorer 11,Internet Explorer,internet-explorer,11,11,Windows 8.1,Windows,windows,8.1,NT 6.3,,,[],,,,browser,web-browser,,computer,,,,Trident,"[""7"", ""0""]","{""20"": [""32 bit compatibility layer""]}",{},[],[],2014-09-14 18:31:24.000000,2019-09-26 00:00:00.000000,NULL
1595,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MASMJS; rv:11.0) like Gecko,4370,Internet Explorer 11 on Windows 8.1,,Samsung,Internet Explorer 11,Internet Explorer,internet-explorer,11,11,Windows 8.1,Windows,windows,8.1,NT 6.3,,,[],,,Samsung,browser,web-browser,,computer,,,,Trident,"[""7"", ""0""]","{""20"": [""32 bit compatibility layer""]}",{},[],[],2014-04-25 08:18:07.000000,2019-09-26 00:00:00.000000,NULL
1596,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MDDRJS; rv:11.0) like Gecko,5406,Internet Explorer 11 on Windows 7,,Dell,Internet Explorer 11,Internet Explorer,internet-explorer,11,11,Windows 7,Windows,windows,7,NT 6.1,,,[],,,Dell,browser,web-browser,,computer,,,,Trident,"[""7"", ""0""]","{""20"": [""Possibly running on Windows Server 2008 R2"", ""32 bit compatibility layer""]}",{},[],[],2014-03-17 21:13:25.000000,2019-09-25 20:52:54.000000,NULL
1670,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; ASJB; rv:11.0) like Gecko,1679,Internet Explorer 11 on Windows 8.1,,Asus,Internet Explorer 11,Internet Explorer,internet-explorer,11,11,Windows 8.1,Windows,windows,8.1,NT 6.3,,,[],,,Asus,browser,web-browser,,computer,,,,Trident,"[""7"", ""0""]","{""20"": [""32 bit compatibility layer""]}",{},[],[],2015-02-17 13:25:35.000000,2019-09-25 21:00:39.128127,NULL
1703,"Mozilla/5.0 (iPad; CPU OS 8_1_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B435 Safari/600.1.4",17872,Safari 8 on iOS 8.1,,Apple iPad,Safari 8,Safari,safari,8,8.0,iOS 8.1,iOS,ios,8.1,8.1.1,,,[],iPad,,Apple,browser,web-browser,,mobile,tablet,,,WebKit,"[""600"", ""1"", ""4""]",{},"{""Mobile Build"": ""12B435""}",[],[],2014-11-18 20:03:48.000000,2019-09-26 00:00:00.000000,NULL
2071,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; LCJB; rv:11.0) like Gecko,9055,Internet Explorer 11 on Windows 10,,,Internet Explorer 11,Internet Explorer,internet-explorer,11,11,Windows 10,Windows,windows,10,NT 10.0,,,[],,,,browser,web-browser,,computer,,,,Trident,"[""7"", ""0""]","{""20"": [""32 bit compatibility layer""]}",{},[],[],2015-08-30 14:20:09.000000,2019-09-28 00:00:00.000000,NULL
2340,"Mozilla/5.0 (Linux; Android 4.4.2; K010 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Safari/537.36",251,Chrome 30 on Android (KitKat),,,Chrome 30,Chrome,chrome,30,30.0.0.0,Android (KitKat),Android,android,KitKat,4.4.2,,,[],,,,browser,web-browser,,mobile,,,,Blink,[],{},"{""System Build"": ""KOT49H""}",[],[],2015-03-25 01:21:56.000000,2019-08-16 13:34:24.000000,NULL
2439,"Mozilla/5.0 (Linux; Android 5.0; SAMSUNG SM-N900T Build/LRX21V) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/2.1 Chrome/34.0.1847.76 Mobile Safari/537.36",246,Samsung Browser 2.1 on Android (Lollipop),,Samsung SM-N900T,Samsung Browser 2.1,Samsung Browser,samsung-browser,2.1,2.1,Android (Lollipop),Android,android,Lollipop,5.0,,,[],Samsung SM-N900T,SM-N900T,Samsung,browser,web-browser,,mobile,phone,,,WebKit,"[""537"", ""36""]",{},"{""System Build"": ""LRX21V""}",[],[],2015-06-22 16:06:11.000000,2019-09-27 18:01:13.623053,NULL
2457,Mozilla/5.0 (Windows NT 10.0; Win64; x64; Trident/7.0; Touch; rv:11.0) like Gecko,2643,Internet Explorer 11 on Windows 10,,,Internet Explorer 11,Internet Explorer,internet-explorer,11,11,Windows 10,Windows,windows,10,NT 10.0,,,[],,,,browser,web-browser,,computer,,,,Trident,"[""7"", ""0""]","{""20"": [""64-bit Edition""]}","{""Hardware Architecture"": ""64-bit processor (AMD)""}","[""Touch capability""]",[],2015-08-31 20:24:20.000000,2019-09-28 00:00:00.000000,NULL
2705,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; BOIE9;ENUS; rv:11.0) like Gecko,281,Internet Explorer 11 on Windows 7,,,Internet Explorer 11,Internet Explorer,internet-explorer,11,11,Windows 7,Windows,windows,7,NT 6.1,,,[],,,,browser,web-browser,,computer,,,,Trident,"[""7"", ""0""]","{""20"": [""Possibly running on Windows Server 2008 R2""]}",{},[],"[""Bing Toolbar for IE 9""]",2014-01-13 02:33:54.000000,2019-09-27 00:00:00.000000,NULL
2729,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MAFSJS; rv:11.0) like Gecko,484,Internet Explorer 11 on Windows 8.1,,Fujitsu,Internet Explorer 11,Internet Explorer,internet-explorer,11,11,Windows 8.1,Windows,windows,8.1,NT 6.3,,,[],,,Fujitsu,browser,web-browser,,computer,,,,Trident,"[""7"", ""0""]","{""20"": [""32 bit compatibility layer""]}",{},[],[],2015-03-23 18:41:09.000000,2019-09-24 00:00:00.000000,NULL
2789,"Mozilla/5.0 (Linux; Android 4.2.2; GT-I8200N Build/JDQ39) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.114 Mobile Safari/537.36",203,Chrome 34 on Android (Jelly Bean),,Samsung Galaxy S III mini Value Edition (GT-I8200N),Chrome 34,Chrome,chrome,34,34.0.1847.114,Android (Jelly Bean),Android,android,Jelly Bean,4.2.2,,,[],Galaxy S III mini Value Edition,GT-I8200N,Samsung,browser,web-browser,,mobile,phone,,,Blink,[],{},"{""System Build"": ""JDQ39""}",[],[],2014-10-20 23:13:55.000000,2019-08-06 15:49:06.000000,NULL
3112,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.2),17220,Internet Explorer 8 on Windows 7,,,Internet Explorer 8,Internet Explorer,internet-explorer,8,8,Windows 7,Windows,windows,7,NT 6.1,,,"[{""code"": ""microsoft-dotnet"", ""name"": ""Microsoft .Net"", ""versions"": [{""simple"": ""4.0"", ""full"": [""4"", ""0C""]}, {""simple"": ""4.0"", ""full"": [""4"", ""0E""]}, {""simple"": ""2.0"", ""full"": [""2"", ""0"", ""50727""]}, {""simple"": ""3.5"", ""full"": [""3"", ""5"", ""30729""]}, {""simple"": ""3.0"", ""full"": [""3"", ""0"", ""30729""]}]}]",,,,browser,web-browser,,computer,,,,Trident,"[""4"", ""0""]","{""20"": [""32 bit compatibility layer"", ""Media Center PC v6.0""]}",{},[],"[""InfoPath XML MIME Filter v2"", ""Microsoft Windows Security Licensing v2.0""]",2010-08-20 05:04:56.000000,2019-09-28 23:00:30.156045,NULL
3157,"Mozilla/5.0 (iPad; CPU OS 7_0_6 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B651 Safari/9537.53",6937,Safari 7 on iOS 7,,Apple iPad,Safari 7,Safari,safari,7,7.0,iOS 7,iOS,ios,7,7.0.6,,,[],iPad,,Apple,browser,web-browser,,mobile,tablet,,,WebKit,"[""537"", ""51"", ""1""]",{},"{""Mobile Build"": ""11B651""}",[],[],2014-02-25 12:51:43.000000,2019-09-24 03:00:37.199256,NULL
3197,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; Touch; MASEJS; rv:11.0) like Gecko,498,Internet Explorer 11 on Windows 8.1,,Sony,Internet Explorer 11,Internet Explorer,internet-explorer,11,11,Windows 8.1,Windows,windows,8.1,NT 6.3,,,[],,,Sony,browser,web-browser,,computer,,,,Trident,"[""7"", ""0""]","{""20"": [""32 bit compatibility layer""]}",{},"[""Touch capability""]",[],2014-01-29 11:58:04.000000,2019-09-24 00:00:00.000000,NULL
3279,"Mozilla/5.0 (Linux; Android 5.0; SAMSUNG SM-N9005 Build/LRX21V) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/2.1 Chrome/34.0.1847.76 Mobile Safari/537.36",3210,Samsung Browser 2.1 on Android (Lollipop),,Samsung SM-N9005,Samsung Browser 2.1,Samsung Browser,samsung-browser,2.1,2.1,Android (Lollipop),Android,android,Lollipop,5.0,,,[],Samsung SM-N9005,SM-N9005,Samsung,browser,web-browser,,mobile,phone,,,WebKit,"[""537"", ""36""]",{},"{""System Build"": ""LRX21V""}",[],[],2015-03-23 09:41:22.000000,2019-09-28 05:54:23.000000,NULL
3287,Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; Touch; MAARJS; rv:11.0) like Gecko,577,Internet Explorer 11 on Windows 8.1,,Acer,Internet Explorer 11,Internet Explorer,internet-explorer,11,11,Windows 8.1,Windows,windows,8.1,NT 6.3,,,[],,,Acer,browser,web-browser,,computer,,,,Trident,"[""7"", ""0""]","{""20"": [""64-bit Edition""]}","{""Hardware Architecture"": ""64-bit processor (AMD)""}","[""Touch capability""]",[],2014-01-13 20:46:37.000000,2019-09-27 00:00:00.000000,NULL
3655,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MAARJS; rv:11.0) like Gecko,3993,Internet Explorer 11 on Windows 7,,Acer,Internet Explorer 11,Internet Explorer,internet-explorer,11,11,Windows 7,Windows,windows,7,NT 6.1,,,[],,,Acer,browser,web-browser,,computer,,,,Trident,"[""7"", ""0""]","{""20"": [""Possibly running on Windows Server 2008 R2"", ""32 bit compatibility layer""]}",{},[],[],2014-10-27 14:16:52.000000,2019-09-23 00:00:00.000000,NULL
3688,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; ASJB; rv:11.0) like Gecko,717,Internet Explorer 11 on Windows 10,,Asus,Internet Explorer 11,Internet Explorer,internet-explorer,11,11,Windows 10,Windows,windows,10,NT 10.0,,,[],,,Asus,browser,web-browser,,computer,,,,Trident,"[""7"", ""0""]","{""20"": [""32 bit compatibility layer""]}",{},[],[],2016-01-28 13:32:31.000000,2019-09-25 00:00:00.000000,NULL
4262,Mozilla/5.0 (Windows NT 10.0; Win64; x64; Trident/7.0; rv:11.0) like Gecko,18608,Internet Explorer 11 on Windows 10,,,Internet Explorer 11,Internet Explorer,internet-explorer,11,11,Windows 10,Windows,windows,10,NT 10.0,,,[],,,,browser,web-browser,,computer,,,,Trident,"[""7"", ""0""]","{""20"": [""64-bit Edition""]}","{""Hardware Architecture"": ""64-bit processor (AMD)""}",[],[],2015-08-20 09:56:50.000000,2019-09-28 18:01:05.156036,NULL
4997,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; Touch; MASMJS; rv:11.0) like Gecko,408,Internet Explorer 11 on Windows 10,,Samsung,Internet Explorer 11,Internet Explorer,internet-explorer,11,11,Windows 10,Windows,windows,10,NT 10.0,,,[],,,Samsung,browser,web-browser,,computer,,,,Trident,"[""7"", ""0""]","{""20"": [""32 bit compatibility layer""]}",{},"[""Touch capability""]",[],2016-01-27 16:18:33.000000,2019-09-03 00:00:00.000000,NULL
5482,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; MASBJS; rv:11.0) like Gecko,3477,Internet Explorer 11 on Windows 10,,,Internet Explorer 11,Internet Explorer,internet-explorer,11,11,Windows 10,Windows,windows,10,NT 10.0,,,[],,,,browser,web-browser,,computer,,,,Trident,"[""7"", ""0""]","{""20"": [""32 bit compatibility layer""]}",{},[],[],2015-12-05 17:05:02.000000,2019-09-26 00:00:00.000000,NULL
5771,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; MDDRJS; rv:11.0) like Gecko,920,Internet Explorer 11 on Windows 7,,Dell,Internet Explorer 11,Internet Explorer,internet-explorer,11,11,Windows 7,Windows,windows,7,NT 6.1,,,[],,,Dell,browser,web-browser,,computer,,,,Trident,"[""7"", ""0""]","{""20"": [""Possibly running on Windows Server 2008 R2""]}",{},[],[],2014-01-29 10:15:18.000000,2019-09-25 00:00:00.000000,NULL
5868,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; Touch; MATMJS; rv:11.0) like Gecko,67,Internet Explorer 11 on Windows 10,,Toshiba,Internet Explorer 11,Internet Explorer,internet-explorer,11,11,Windows 10,Windows,windows,10,NT 10.0,,,[],,,Toshiba,browser,web-browser,,computer,,,,Trident,"[""7"", ""0""]","{""20"": [""32 bit compatibility layer""]}",{},"[""Touch capability""]",[],2016-03-13 12:05:12.000000,2019-06-13 19:00:27.863181,NULL
6645,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; LCTE; rv:11.0) like Gecko,8270,Internet Explorer 11 on Windows 10,,,Internet Explorer 11,Internet Explorer,internet-explorer,11,11,Windows 10,Windows,windows,10,NT 10.0,,,[],,,,browser,web-browser,,computer,,,,Trident,"[""7"", ""0""]","{""20"": [""32 bit compatibility layer""]}",{},[],[],2016-03-13 12:05:27.000000,2019-09-28 00:00:00.000000,NULL
6662,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; Touch; MAARJS; rv:11.0) like Gecko,490,Internet Explorer 11 on Windows 10,,Acer,Internet Explorer 11,Internet Explorer,internet-explorer,11,11,Windows 10,Windows,windows,10,NT 10.0,,,[],,,Acer,browser,web-browser,,computer,,,,Trident,"[""7"", ""0""]","{""20"": [""32 bit compatibility layer""]}",{},"[""Touch capability""]",[],2016-03-13 12:05:27.000000,2019-09-26 15:01:10.838824,NULL
8994,"Mozilla/5.0 (Linux; Android 5.1.1; HUAWEI CRR-L09 Build/HUAWEICRR-L09) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/39.0.0.0 Mobile Safari/537.36",55,Chrome 39 on Android (Lollipop),,Huawei,Chrome 39,Chrome,chrome,39,39.0.0.0,Android (Lollipop),Android,android,Lollipop,5.1.1,,,[],,,Huawei,browser,web-browser,,mobile,,,,Blink,[],{},"{""System Build"": ""HUAWEICRR-L09""}",[],[],2016-03-13 12:06:08.000000,2019-09-12 00:00:00.000000,NULL
9040,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; BOIE9;ENGB; rv:11.0) like Gecko,84,Internet Explorer 11 on Windows 7,,,Internet Explorer 11,Internet Explorer,internet-explorer,11,11,Windows 7,Windows,windows,7,NT 6.1,,,[],,,,browser,web-browser,,computer,,,,Trident,"[""7"", ""0""]","{""20"": [""Possibly running on Windows Server 2008 R2""]}",{},[],"[""Bing Toolbar for IE 9""]",2015-03-25 06:38:12.000000,2019-06-09 00:00:00.000000,NULL
10568,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MASBJS; rv:11.0) like Gecko,4923,Internet Explorer 11 on Windows 8.1,,,Internet Explorer 11,Internet Explorer,internet-explorer,11,11,Windows 8.1,Windows,windows,8.1,NT 6.3,,,[],,,,browser,web-browser,,computer,,,,Trident,"[""7"", ""0""]","{""20"": [""32 bit compatibility layer""]}",{},[],[],2014-10-05 20:54:59.000000,2019-09-22 16:00:37.656596,NULL
10828,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0,263182,Firefox 43 on Windows 7,,,Firefox 43,Firefox,firefox,43,43.0,Windows 7,Windows,windows,7,NT 6.1,,,[],,,,browser,web-browser,,computer,,,,Gecko,"[""20100101""]","{""20"": [""Possibly running on Windows Server 2008 R2"", ""32 bit compatibility layer""]}",{},[],[],2015-10-27 17:01:48.000000,2019-09-28 09:00:26.445631,NULL
10862,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; MALC; rv:11.0) like Gecko,1014,Internet Explorer 11 on Windows 7,,Lenovo,Internet Explorer 11,Internet Explorer,internet-explorer,11,11,Windows 7,Windows,windows,7,NT 6.1,,,[],,,Lenovo,browser,web-browser,,computer,,,,Trident,"[""7"", ""0""]","{""20"": [""Possibly running on Windows Server 2008 R2""]}",{},[],[],2014-04-18 18:54:38.000000,2019-09-26 00:00:00.000000,NULL
12607,Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; MATMJS; rv:11.0) like Gecko,757,Internet Explorer 11 on Windows 8.1,,Toshiba,Internet Explorer 11,Internet Explorer,internet-explorer,11,11,Windows 8.1,Windows,windows,8.1,NT 6.3,,,[],,,Toshiba,browser,web-browser,,computer,,,,Trident,"[""7"", ""0""]","{""20"": [""64-bit Edition""]}","{""Hardware Architecture"": ""64-bit processor (AMD)""}",[],[],2014-02-27 16:00:59.000000,2019-09-16 11:01:14.021116,NULL
7122,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/33.0.0.0 Safari/534.24",1504,Chrome 33 on Linux,,,Chrome 33,Chrome,chrome,33,33.0.0.0,Linux,Linux,linux,,,,,[],,,,browser,web-browser,,computer,,,,Blink,[],"{""20"": [""X11 Window System""]}","{""Hardware Architecture"": ""x64""}",[],[],2015-03-21 22:27:28.000000,2019-09-23 00:00:00.000000,NULL
19680,"Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) GSA/9.0.60246 Mobile/12H143 Safari/600.1.4",66,Google Search App 9 on iOS 8.4,,Apple iPad,Google Search App 9,Google Search App,google-search-app,9,9.0.60246,iOS 8.4,iOS,ios,8.4,8.4,,,[],iPad,,Apple,browser,web-browser,,mobile,tablet,,,WebKit,"[""600"", ""1"", ""4""]",{},"{""Mobile Build"": ""12H143""}",[],[],2015-10-12 10:15:50.000000,2019-01-07 20:00:33.630970,NULL
12859,"Mozilla/5.0 (Linux; Android 5.0.2; SAMSUNG SM-T555 Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/3.3 Chrome/38.0.2125.102 Safari/537.36",1291,Samsung Browser 3.3 on Android (Lollipop),,"Samsung Galaxy Tab A 9.7"" (SM-T555)",Samsung Browser 3.3,Samsung Browser,samsung-browser,3.3,3.3,Android (Lollipop),Android,android,Lollipop,5.0.2,,,[],"Galaxy Tab A 9.7""",SM-T555,Samsung,browser,web-browser,,mobile,tablet,,,WebKit,"[""537"", ""36""]",{},"{""System Build"": ""LRX22G""}",[],[],2015-10-24 23:05:22.000000,2019-08-23 00:00:00.000000,NULL
12812,"Mozilla/5.0 (Linux; Android 4.4.4; MediaPad T1 8.0 Pro Build/HuaweiMediaPad) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.109 Safari/537.36",170,Chrome 40 on Android (KitKat),,Huawei,Chrome 40,Chrome,chrome,40,40.0.2214.109,Android (KitKat),Android,android,KitKat,4.4.4,,,[],,,Huawei,browser,web-browser,,mobile,,,,Blink,[],{},"{""System Build"": ""HuaweiMediaPad""}",[],[],2015-12-07 12:33:09.000000,2019-09-17 00:00:00.000000,NULL
27510,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; Touch; LCTE; rv:11.0) like Gecko,2147,Internet Explorer 11 on Windows 10,,,Internet Explorer 11,Internet Explorer,internet-explorer,11,11,Windows 10,Windows,windows,10,NT 10.0,,,[],,,,browser,web-browser,,computer,,,,Trident,"[""7"", ""0""]","{""20"": [""32 bit compatibility layer""]}",{},"[""Touch capability""]",[],2016-03-13 12:12:11.000000,2019-09-28 23:00:17.263310,NULL
22089,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) GSA/9.0.60246 Mobile/11D257 Safari/9537.53",145,Google Search App 9 on iOS 7.1,,Apple iPhone,Google Search App 9,Google Search App,google-search-app,9,9.0.60246,iOS 7.1,iOS,ios,7.1,7.1.2,,,[],iPhone,,Apple,browser,web-browser,,mobile,phone,,,WebKit,"[""537"", ""51"", ""2""]",{},"{""Mobile Build"": ""11D257""}",[],[],2015-10-14 07:16:56.000000,2019-06-10 00:00:00.000000,NULL
28522,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586",208097,Edge 25 on Windows 10,,,Edge 25,Edge,edge,25,25.10586,Windows 10,Windows,windows,10,NT 10.0,,,[],,,,browser,web-browser,,computer,,,,EdgeHTML,"[""13"", ""10586""]","{""20"": [""64-bit Edition""]}","{""Hardware Architecture"": ""64-bit processor (AMD)""}",[],[],2015-11-17 07:25:55.000000,2019-09-28 19:00:42.153054,NULL
27839,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.114 Safari/537.36",14,Chrome 34 on Linux,,,Chrome 34,Chrome,chrome,34,34.0.1847.114,Linux,Linux,linux,,,,,[],,,,browser,web-browser,,computer,,,,Blink,[],"{""20"": [""X11 Window System""]}","{""Hardware Architecture"": ""x64""}",[],[],2016-03-13 12:12:17.000000,2019-09-20 02:00:13.242205,NULL
35582,"Mozilla/5.0 (Linux; Android 4.4.4; T1-A21w Build/HuaweiMediaPad) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/33.0.0.0 Safari/537.36",451,Chrome 33 on Android (KitKat),,Huawei,Chrome 33,Chrome,chrome,33,33.0.0.0,Android (KitKat),Android,android,KitKat,4.4.4,,,[],,,Huawei,browser,web-browser,,mobile,,,,Blink,[],{},"{""System Build"": ""HuaweiMediaPad""}",[],[],2016-02-19 19:14:07.000000,2019-09-05 00:00:00.000000,NULL
29615,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; MATM; rv:11.0) like Gecko,213,Internet Explorer 11 on Windows 10,,Toshiba,Internet Explorer 11,Internet Explorer,internet-explorer,11,11,Windows 10,Windows,windows,10,NT 10.0,,,[],,,Toshiba,browser,web-browser,,computer,,,,Trident,"[""7"", ""0""]","{""20"": [""32 bit compatibility layer""]}",{},[],[],2016-03-01 22:58:35.000000,2019-09-12 00:00:00.000000,NULL
31125,"Mozilla/5.0 (Linux; Android 5.0.1; ALE-L21 Build/HuaweiALE-L21) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/37.0.0.0 Mobile Safari/537.36",4071,Chrome 37 on Android (Lollipop),,Huawei,Chrome 37,Chrome,chrome,37,37.0.0.0,Android (Lollipop),Android,android,Lollipop,5.0.1,,,[],,,Huawei,browser,web-browser,,mobile,,,,Blink,[],{},"{""System Build"": ""HuaweiALE-L21""}",[],[],2015-11-23 21:33:15.000000,2019-09-13 00:00:00.000000,NULL
33140,"Mozilla/5.0 (iPad; CPU OS 9_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13C75 Safari/601.1",34520,Safari 9 on iOS 9.2,,Apple iPad,Safari 9,Safari,safari,9,9.0,iOS 9.2,iOS,ios,9.2,9.2,,,[],iPad,,Apple,browser,web-browser,,mobile,tablet,,,WebKit,"[""601"", ""1"", ""46""]",{},"{""Mobile Build"": ""13C75""}",[],[],2015-12-09 17:05:25.000000,2019-09-27 00:00:00.000000,NULL
47051,"Mozilla/5.0 (Linux; Android 4.4.4; SM-J110H Build/KTU84P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.109 Mobile Safari/537.36",230,Chrome 40 on Android (KitKat),,Samsung SM-J110H,Chrome 40,Chrome,chrome,40,40.0.2214.109,Android (KitKat),Android,android,KitKat,4.4.4,,,[],Samsung SM-J110H,SM-J110H,Samsung,browser,web-browser,,mobile,phone,,,Blink,[],{},"{""System Build"": ""KTU84P""}",[],[],2016-03-13 12:18:22.000000,2019-09-24 04:00:39.114745,NULL
39952,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko SBO,12,Internet Explorer 11 on Windows 7,,,Internet Explorer 11,Internet Explorer,internet-explorer,11,11,Windows 7,Windows,windows,7,NT 6.1,,,[],,,,browser,web-browser,,computer,,,,Trident,"[""7"", ""0""]","{""20"": [""Possibly running on Windows Server 2008 R2"", ""32 bit compatibility layer""]}",{},[],[],2016-03-13 12:16:06.000000,2019-08-21 00:00:00.000000,NULL
45725,"Mozilla/5.0 (iPad; CPU OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13D15 Safari/601.1",53270,Safari 9 on iOS 9.2,,Apple iPad,Safari 9,Safari,safari,9,9.0,iOS 9.2,iOS,ios,9.2,9.2.1,,,[],iPad,,Apple,browser,web-browser,,mobile,tablet,,,WebKit,"[""601"", ""1"", ""46""]",{},"{""Mobile Build"": ""13D15""}",[],[],2016-01-19 22:00:43.000000,2019-09-28 09:00:33.997072,NULL
45778,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13D15 Safari/601.1",69040,Safari 9 on iOS 9.2,,Apple iPhone,Safari 9,Safari,safari,9,9.0,iOS 9.2,iOS,ios,9.2,9.2.1,,,[],iPhone,,Apple,browser,web-browser,,mobile,phone,,,WebKit,"[""601"", ""1"", ""46""]",{},"{""Mobile Build"": ""13D15""}",[],[],2016-01-20 19:19:10.000000,2019-09-28 05:58:54.000000,NULL
41764,Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; MAFSJS; rv:11.0) like Gecko,25,Internet Explorer 11 on Windows 8.1,,Fujitsu,Internet Explorer 11,Internet Explorer,internet-explorer,11,11,Windows 8.1,Windows,windows,8.1,NT 6.3,,,[],,,Fujitsu,browser,web-browser,,computer,,,,Trident,"[""7"", ""0""]","{""20"": [""64-bit Edition""]}","{""Hardware Architecture"": ""64-bit processor (AMD)""}",[],[],2015-03-23 18:41:13.000000,2019-05-01 09:00:22.978460,NULL
42933,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3) AppleWebKit/601.4.4 (KHTML, like Gecko) Version/9.0.3 Safari/601.4.4",74966,Safari 9 on Mac OS X (El Capitan),,,Safari 9,Safari,safari,9,9.0.3,Mac OS X (El Capitan),Mac OS X,mac-os-x,El Capitan,10.11.3,,,[],,,,browser,web-browser,,computer,,,,WebKit,"[""601"", ""4"", ""4""]",{},{},[],[],2016-01-20 13:42:31.000000,2019-09-28 06:46:46.000000,NULL
